,ID,TIMESTAMP,Net_Weight
0,0,2021-03-29 08:50:00,0.0
1,0.0,2021-03-29 08:53:00,0.1579999999999928
2,0.0,2021-03-29 08:58:00,0.17600000000001118
3,0.0,2021-03-29 09:03:00,0.10199999999999801
4,0.0,2021-03-29 09:08:00,0.24999999999999992
5,0.0,2021-03-29 09:13:00,0.3519999999999982
6,0.0,2021-03-29 09:18:00,0.48599999999999993
7,0.0,2021-03-29 09:24:00,0.40399999999999797
8,0.0,2021-03-29 09:29:00,0.5180000000000021
9,0.0,2021-03-29 09:34:00,0.584
10,0.0,2021-03-29 09:39:00,0.6679999999999996
11,0.0,2021-03-29 09:44:00,0.8440000000000005
12,0.0,2021-03-29 09:49:00,0.9
13,0.0,2021-03-29 09:54:00,0.8659999999999997
14,0.0,2021-03-29 09:59:00,0.9420000000000002
15,0.0,2021-03-29 10:04:00,1.0299999999999998
16,0.0,2021-03-29 10:10:00,1.3519999999999996
17,0.0,2021-03-29 10:15:00,1.278
18,0.0,2021-03-29 10:20:00,1.6280000000000001
19,0.0,2021-03-29 10:25:00,1.625999999999999
20,0.0,2021-03-29 10:30:00,1.8600000000000023
21,0.0,2021-03-29 10:35:00,1.8840000000000003
22,0.0,2021-03-29 10:40:00,1.8579999999999983
23,0.0,2021-03-29 10:45:00,1.9840000000000004
24,0.0,2021-03-29 10:51:00,2.1419999999999986
25,0.0,2021-03-29 10:56:00,2.2240000000000038
26,0.0,2021-03-29 11:01:00,2.2939999999999996
27,0.0,2021-03-29 11:06:00,2.6039999999999965
28,0.0,2021-03-29 11:11:00,2.7379999999999995
29,0.0,2021-03-29 11:16:00,2.6840000000000033
30,0.0,2021-03-29 11:21:00,2.9620000000000006
31,0.0,2021-03-29 11:26:00,3.2120000000000006
32,0.0,2021-03-29 11:31:00,3.289999999999998
33,0.0,2021-03-29 11:37:00,3.3180000000000005
34,0.0,2021-03-29 11:42:00,3.5999999999999943
35,0.0,2021-03-29 11:47:00,3.6220000000000026
36,0.0,2021-03-29 11:52:00,3.632000000000005
37,0.0,2021-03-29 11:57:00,3.724000000000001
38,0.0,2021-03-29 12:02:00,3.7939999999999943
39,0.0,2021-03-29 12:07:00,4.425999999999999
40,0.0,2021-03-29 12:12:00,4.2360000000000015
41,0.0,2021-03-29 12:18:00,4.203999999999996
42,0.0,2021-03-29 12:23:00,4.240000000000009
43,0.0,2021-03-29 12:28:00,4.2360000000000015
44,0.0,2021-03-29 12:33:00,4.2459999999999924
45,0.0,2021-03-29 12:38:00,4.3779999999999974
46,0.0,2021-03-29 12:43:00,4.2760000000000105
47,0.0,2021-03-29 12:48:00,4.121999999999991
48,0.0,2021-03-29 12:53:00,4.41400000000001
49,0.0,2021-03-29 12:59:00,4.465999999999985
50,0.0,2021-03-29 13:04:00,4.320000000000005
51,0.0,2021-03-29 13:09:00,4.334000000000015
52,0.0,2021-03-29 13:14:00,4.3759999999999994
53,0.0,2021-03-29 13:19:00,4.505999999999995
54,0.0,2021-03-29 13:24:00,4.157999999999992
55,0.0,2021-03-29 13:29:00,4.3660000000000085
56,0.0,2021-03-29 13:34:00,3.9799999999999955
57,0.0,2021-03-29 13:39:00,3.8879999999999884
58,0.0,2021-03-29 13:45:00,3.8620000000000116
59,0.0,2021-03-29 13:50:00,3.977999999999997
60,0.0,2021-03-29 13:55:00,3.909999999999991
61,0.0,2021-03-29 14:00:00,3.5580000000000154
62,0.0,2021-03-29 14:05:00,3.8440000000000056
63,0.0,2021-03-29 14:10:00,3.7179999999999835
64,0.0,2021-03-29 14:15:00,3.7940000000000054
65,0.0,2021-03-29 14:20:00,3.592000000000007
66,0.0,2021-03-29 14:26:00,3.73599999999999
67,0.0,2021-03-29 14:31:00,3.6180000000000065
68,0.0,2021-03-29 14:36:00,3.5579999999999927
69,0.0,2021-03-29 14:41:00,3.0080000000000156
70,0.0,2021-03-29 14:46:00,3.5139999999999874
71,0.0,2021-03-29 14:51:00,3.06400000000001
72,0.0,2021-03-29 14:56:00,3.1839999999999917
73,0.0,2021-03-29 15:01:00,3.1039999999999965
74,0.0,2021-03-29 15:06:00,3.286000000000013
75,0.0,2021-03-29 15:12:00,2.881999999999971
76,0.0,2021-03-29 15:17:00,2.6960000000000037
77,0.0,2021-03-29 15:22:00,2.5440000000000054
78,0.0,2021-03-29 15:27:00,2.2820000000000165
79,0.0,2021-03-29 15:32:00,2.2179999999999835
80,0.0,2021-03-29 15:37:00,2.0800000000000183
81,0.0,2021-03-29 15:42:00,1.9059999999999946
82,0.0,2021-03-29 15:47:00,1.6699999999999817
83,0.0,2021-03-29 15:53:00,1.5680000000000291
84,0.0,2021-03-29 15:58:00,1.833999999999969
85,0.0,2021-03-29 16:03:00,1.5740000000000236
86,0.0,2021-03-29 16:08:00,1.2840000000000145
87,0.0,2021-03-29 16:13:00,1.3
